,F/H,sector,society,price,price_per_sqft,total_area(sqft),bedRoom,bathroom,balcony,additionalRoom,address,floorNum,agePossession,nearbyLocations,furnishDetails,features
2946,1,82,mapsko royale ville,1.22,7176,1700,3,5,3,2.0,"121, Sector 82 Gurgaon, Gurgaon, Haryana",10.0,1 to 5 Year Old,"['Sapphire 83 Mall', 'Golf Course Ext Rd', ""St. Xavier's High School"", 'DPG Institute of Technology', 'Miracles Apollo Cradle', 'Indira Gandhi International Airport', 'Imt Manesar', 'Holiday Inn Gurugram Sector 90', 'SkyJumper Trampoline Park', 'Vishalgarh Farms', 'F9 Go Karting Gurgaon']","['3 Wardrobe', '5 Fan', '1 Exhaust Fan', '2 Geyser', '22 Light', '1 Modular Kitchen', '1 Chimney', '1 Curtains', 'No AC', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Private Garden / Terrace', 'Lift(s)', 'Maintenance Staff', 'No open drainage around', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']"
2947,1,50,the penthouses at the hibiscus,8.5,8500,10000,4,4,3,1.0,"Sector 50 Gurgaon, Gurgaon, Haryana",9.0,5 to 10 Year Old,"['Sector 55-56 Metro Station', 'Good Earth City Center Mall', 'Nirvana Central Road', 'NH 248A', 'Gurugram University', 'The HDFC School', 'Park Hospital', 'Indira Gandhi International Airport', 'Gurgaon Railway Station', 'Unitech Cyber Park', 'DoubleTree by Hilton Hotel Gurgaon', 'TERI Golf Course', 'Tau DeviLal Sports Complex']","['4 Fan', '8 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']"
2948,1,25,dlf belvedere towers,3.7,17619,2100,4,4,3,1.0,"DLF Phase 2, Gurgaon, Haryana",18.0,10+ Year Old,"['Vodafone belvedere towers metro station', 'Dlf phase 2 metro station', 'Dlf phase 3 metro station', 'Indusind bank cyber city metro station', 'Sikandarpur metro station', 'Shri Shiv Shakthi Mandir', 'Jain Bhawan', 'Arya Samaj Mandir', 'Central bank atm teste 001112', 'Central bank ATM', 'Kotak mahindra ATM', 'Citibank ATM', 'Abn amro bank ATM', 'Axis bank ATM', 'Surgi Center Clinic', 'Kailash Nursing Home Gurgaon', 'RBS Dental Clinic', 'Cosmodentz Dental Clinic', 'Uma Sanjeevani Health Centre And Hospital', 'Relief Physiotherapy Clinic', 'Darpan Skin & Mind Clinic', 'Durga Poly Clinic', 'Krishna Family Clinic', 'Guardian', '98.4', 'Religare Wellness', 'Shri Balaji Medical Store', 'DLF Cyber City Phase II', 'Emaar Business Park', 'Standard chartered bank', 'Icici bank', 'Deutsche bank', 'Hsbc bank', 'Kotak mahindra bank', 'Axis bank', 'PVR Cinames', 'Mukesh Dhaba', 'Mc Donalds', ""McDonald's"", 'Food Court', 'The God Father', 'Cantine', 'barrique', 'American Montessori']","['4 Wardrobe', '7 Fan', '5 Geyser', '10 Light', '1 Chimney', '6 AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Park']"
2949,0,49,eros rosewood city,3.75,22046,1701,3,3,1,Pooja Room,"Block-D, Sector 49 Gurgaon, Gurgaon, Haryana",2.0,10+ Year Old,"['Sri Radhe Krishna Temple', 'Standard chartered ATM', 'Icici bank ATM', 'Divine Look Clinic Centre', 'Skin Clinic', 'Vatsalya Clinic', 'Bones Clinic - Orthopaedics', 'Dr. Naresh Pandita', 'Dr. Anuj Sharma', 'Dr. Aruna Kalra', 'Wellness Eye Centre', 'Best Urologist Atcomplete Family Clinic', 'Neelkanth Health Care', 'Vishesh Dental', 'Meher Clinic', 'Park Hospital Gurgaon', 'Ekta Hospital', 'Sai Heart and Trauma Center', 'Sanjeevani Hospital Gurgaon', 'Sona Devi Memorial Hospital and Trauma Centre', 'Sai Dharamraj Hospital', 'Wembley estate club', 'Genius', 'Gardian Pharmacy', 'Apollo Pharmacy', 'SPAZE BUSINESS PARK', 'Kore Tech Park', 'Unitech', 'Hdfc bank', 'Hdfc bank', 'Indusind bank', 'Icici bank', 'Central bank of india', 'Union bank of india', 'State bank of india', 'Hdfc bank', 'SRS Cinemas', 'India', 'Madison and Pike', 'Starbucks', 'Nook', ""Nirula's"", ""Domino's Pizza"", 'Haldiram', 'Kamla International', 'Gurugram University']","['2 Bed', '3 Wardrobe', '5 Fan', '1 Exhaust Fan', '8 Light', '1 Modular Kitchen', '1 Chimney', '1 Curtains', 'No AC', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",['Maintenance Staff']
2950,1,81,bestech park view grand spa,2.3,8646,2660,3,4,3,1.0,"A-0701, Sector 81 Gurgaon, Gurgaon, Haryana",7.0,1 to 5 Year Old,"['Sapphire 83 Mall', 'NH-8, IMT Manesar', 'Dwarka Expressway', ""St. Xavier's High School"", 'Spectra Hospital', 'Indira Gandhi International Airport', 'IMT Manesar', 'Hyatt Regency Gurgaon', 'SkyJumper Trampoline Park', 'National Tennis Academy']","['3 Wardrobe', '1 Stove', '1 Modular Kitchen', '1 Chimney', '7 AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']"
2951,1,12A,bhagwati sadan,1.15,5750,2000,3,4,2,3.0,"Bhagwati Sadan, Plot No 308, Sector 12A Gurgaon, Gurgaon, Haryana",2.0,10+ Year Old,"['Hanuman Mandir', 'Dental Health Centre', 'Nova Care Clinic', 'Verma E.N.T. Hospital', 'Lall Nursing and Maternity Home', 'Om Charitable Dental & Implant Centre', 'M Goel Hospital', 'Lall Eye Care Centre', 'Dentecare - Multispeciality Dental Clinic', 'Lalit Dental Care', 'Kharbanda Maternity and Nursing Home', 'Ahooja Eye and Dental Institute Hospital', 'Gupta Hospital Gurgaon', 'Jackson Hospital', 'Kidney Clinic', 'Dr. Sandeep Chauhan', 'Centre For Sight Gurgaon New Railway Road', 'Dr. Sarvejeet Singh', 'Rajiv Memorial Eye Infirmary Jacobpura', 'Sharma Hospital Gurgaon', 'Dr. Ajay S. Gupta Clinic', 'Mamta Hospital Gurgaon', 'Bhatnagar Maternity and Nursing Home', 'Lotus Hospital Gurgaon', 'Triveni Hospital Gurgaon', 'Bindal Clinic', 'M.S Hospital', 'Sparsh Hospital Gurgaon', 'Dr. Agya Ram Sharma Clinic', 'My Care Clinic', 'Ravi Clinic and Health Care Centre', 'D.R. Rajnis Gupta Clinic', 'GH Gurgaon', 'Saraswati Hospital Gurgaon', 'Nidhi Clinic', 'Aarvy Hospital', 'Aryan Hospital', 'Geeta Nursing Home Gurgaon', 'Chiranjiv Hospital', 'Swastik Maternity and Medical Centre', 'Dr. Tomar Clinic', 'Dr. Babita Sharma', 'Indian Oil', 'Rang Parivartan', 'Punjab national bank', 'State bank of india sbi', 'State bank of india', 'Dronacharya Government College', 'govt sec school', 'District library gurgaon']","['1 Wardrobe', '1 Water Purifier', '1 Fan', '1 Exhaust Fan', '1 Stove', '1 Microwave', '1 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine']","['Feng Shui / Vaastu Compliant', 'Visitor Parking', 'Security Personnel', 'Internet/wi-fi connectivity']"
2952,0,9,,1.1,73333,150,2,2,1,Others,"Bhawani Enclave, Gurgaon, Haryana",,10+ Year Old,"['State bank ATM', 'Shri Multispeciality Hospital', 'Esic Hospital Gurugram', 'Kamla Hospital Gurgaon', 'Shree Krishna Hospital Gurgaon', 'Ankur Clinic and Maternity Home', 'Navjeevan Hospital and Maternity Centre', 'Yadav Hospital Gurgoan', 'Taneja Hospital', 'Mangalam Hospital and Heart Centre Gurgaon', 'Dr. Ashok Jain', 'Shiv Mahima Patient Care Bureau', 'Pearl Dental Clinic', 'Kr Dental Hub', 'Dr. Madan Clinic', 'Shri Gobind Hospital', 'Lal Superspeciality Hospital', 'Dev Man Kathuria Clinic', 'Bhanu Dental Care', 'Prateek Nursing Home And Polyclinic', 'Satyam Hospital Gurgaon', 'Gautam Hospital', 'Harshila Dental Clinic', 'Chandna Dental Surgery Orthodontic and Implant Centre', 'Nutan Dental Hospital', 'Sai Dental Clinic', 'Shri Balaji Hospital and Trauma Center', 'Clove Dental', 'Chiranjiv Hospital', 'Swastik Maternity and Medical Centre', 'Rachna Dental Clinic', 'Shri Ram Dental Clinic', 'Parmar Dental Clinic & Lab', 'Sunrise Hospital Gurgaon', 'Dental Xpert Dental Clinic', 'The Muskan Dental Clinic', 'Geeta Nursing Home Gurgaon', 'Tirath Ram Hospitals Pvt Ltd', 'Sethi Hospital Gurgaon', 'Kathuria Hospital', 'Shubham Hospital Gurgaon', 'Parashar Hospital', 'Boxer Fuel Point', 'Hdfc bank', 'Kotak bank', 'Indian bank', 'State bank of india', 'Pizza Hut', 'St. Michaels Sr. Sec. School', 'Basai dhankot railway station']","['1 Wardrobe', '1 Fan', '1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",
2953,1,102,adani m2k oyster grande,2.35,8468,2775,3,3,3,2.0,"Sector 102 Gurgaon, Gurgaon, Haryana",14.0,1 to 5 Year Old,"['WTC Plaza', 'Star Mall', 'Dwarka Expy, Dhanwapur Village', 'Prime Scholars International School', 'Euro International School, Sector 37D', 'Delhi Public School, Sector 103', 'SGT University', 'Shri Balaji’s Multispeciality Hospital', 'Indira Gandhi Intl Airport', 'DLF World Tech Park', 'Park Inn, Gurgaon']","['8 Fan', '1 Exhaust Fan', '1 Geyser', '6 Light', '6 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
2954,1,92,sare crescent parc,0.82,5384,1523,3,3,3,0.0,"Sector 92, Sector 92 Gurgaon, Gurgaon, Haryana",12.0,undefined,,"['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",
2955,1,102,conscient heritage max,1.7,11333,1500,3,4,3,2.0,"100, Sector 102 Gurgaon, Gurgaon, Haryana",8.0,1 to 5 Year Old,"['Huda Metro Station', 'Ocus Medley Mall', 'The Esplanade Mall', 'Gurugram Road', 'Dwarka Expy', 'Prime Scholars International School', 'DPG Degree College', 'The Signature Advanced Super Speciality', 'Indira Gandhi Intl Airport', 'Basai Dhankot Railway Station', 'Altrade Business Centre', 'Holiday Inn Gurugram Sector 90', 'SkyJumper Trampoline Park Gurgaon', 'Hamoni Golf Camp', 'Nehru Stadium']","['5 Fan', '1 Exhaust Fan', '1 Stove', '4 Light', '5 AC', '1 Modular Kitchen', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
2956,1,3A,shri ram apartments,0.36,3789,950,2,2,1,0.0,"Laxman Vihar, Gurgaon, Haryana",4.0,1 to 5 Year Old,"['Chintapurni Mandir', 'Sheetla Mata Mandir', 'State bank ATM', 'Prateek Nursing Home And Polyclinic', 'Sneh Hospital Gurgaon', 'Dr. Hitesh Dawar', 'Kr Dental Hub', 'Jain Sant Phool Chand Ji Charitable Hospital', 'Sarvodya Hospital', 'Bhardwaj Hospital', 'Dr. Mittal Clinic', 'Jiya Clinic', 'Dr. Sindhu Clinic', 'Shree Krishna Hospital Gurgaon', ""Dr. Anurag's Child Care Clinic"", 'Yashroop Medical Centre', 'Gurgaon Eye Centre', 'R K Hospital Gurgaon', 'Dr. Ashok Jain', 'Pearl Dental Clinic', 'Chirag Hospital Pvt. Ltd', 'Esic Hospital Gurugram', 'Aryan Hospital', 'Taneja Hospital', 'D.R. Rajnis Gupta Clinic', 'Sparsh Hospital Gurgaon', 'Geeta Nursing Home Gurgaon', 'Dr. Agya Ram Sharma Clinic', 'GH Gurgaon', 'Ravi Clinic and Health Care Centre', 'Bhatnagar Maternity and Nursing Home', 'Chiranjiv Hospital', 'Dr. Sarvejeet Singh', 'Dr. Madan Clinic', 'Centre For Sight Gurgaon New Railway Road', 'Bindal Clinic', 'Kidney Clinic', 'Swastik Maternity and Medical Centre', 'Dev Man Kathuria Clinic', 'Indian bank', 'Kotak bank', 'Hdfc bank', 'State bank of india', 'Pizza Hut', 'St. Michaels Sr. Sec. School', 'Dronacharya Government College', 'Gurgaon railway station', 'Gurgaon railway station', 'Gurgaon railway station']","['1 Wardrobe', '6 Light', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",['Lift(s)']
2957,1,63,adani brahma samsara vilasa,4.49,14254,3150,4,4,3,0.0,"Sector 63 Gurgaon, Gurgaon, Haryana",3.0,0 to 1 Year Old,"['Rapid Metro Station Sector 56', 'Paras Trinity Mall Sector 63', 'Golf Course Ext Rd', 'Mehrauli-Gurgaon Road', 'Nirvana Rd', 'Heritage Xperiential Learning School', 'KIIT College of Engineering Sohna Road', 'CK Birla Hospital', 'Indira Gandhi International Airport', 'AIPL Business Club Sector 62', 'DoubleTree by Hilton Hotel Gurgaon', 'De Adventure Park', 'TERI Golf Course']","['4 Wardrobe', '4 Fan', '1 Exhaust Fan', '4 Geyser', '6 Light', '4 AC', '1 Chimney', '1 Modular Kitchen', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Private Garden / Terrace', 'Lift(s)', 'Separate entry for servant room', 'No open drainage around', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']"
2958,1,104,the cocoon,2.0,13333,1500,3,3,3,0.0,"Dwarka Expressway Gurgaon, Gurgaon, Haryana",5.0,0 to 1 Year Old,"['Shri Multispeciality Hospital', 'Esic Hospital Gurugram', 'Shree Krishna Hospital Gurgaon', 'Dr. Hitesh Dawar', 'Prateek Nursing Home And Polyclinic', 'Kr Dental Hub', 'Basai dhankot railway station']",[],
2959,0,99,,0.7,9722,720,4,3,2,"Pooja Room,Store Room","Dhankot, Gurgaon, Haryana",3.0,1 to 5 Year Old,,"['1 Fan', '1 Exhaust Fan', '1 Geyser', '1 Light', '1 AC', '1 Curtains', 'No Bed', 'No Chimney', 'No Dining Table', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Water Storage']"
2960,0,49,uppal southend,6.75,32328,2088,4,4,3,Servant Room,"Uppals Southend, Gurgaon, Haryana",3.0,1 to 5 Year Old,"['Sri Radhe Krishna Temple', 'Icici bank ATM', 'Standard chartered ATM', 'Divine Look Clinic Centre', 'Skin Clinic', 'Dr. Anuj Sharma', 'Dr. Naresh Pandita', 'Dr. Aruna Kalra', 'Wellness Eye Centre', 'Best Urologist Atcomplete Family Clinic', 'Neelkanth Health Care', 'Bones Clinic - Orthopaedics', 'Vishesh Dental', 'Park Hospital Gurgaon', 'Meher Clinic', 'Ekta Hospital', 'Sai Heart and Trauma Center', 'Sai Dharamraj Hospital', 'Sanjeevani Hospital Gurgaon', 'Sona Devi Memorial Hospital and Trauma Centre', 'Vatsalya Clinic', 'Wembley estate club', 'Genius', 'Gardian Pharmacy', 'Apollo Pharmacy', 'Kore Tech Park', 'SPAZE BUSINESS PARK', 'India Oil', 'SRS Cinemas', 'SRS Cinemas', 'Icici bank', 'Hdfc bank', 'Hdfc bank', 'Indusind bank', 'Hdfc bank', 'Central bank of india', 'Union bank of india', 'State bank of india', ""Nirula's"", ""Domino's Pizza"", 'Nook', 'Starbucks', 'India', 'Haldiram', 'Madison and Pike', 'Kamla International']","['12 Wardrobe', '20 Fan', '1 Exhaust Fan', '12 Geyser', '49 Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Park', 'Rain Water Harvesting']"
2961,1,85,ss the leaf,1.85,7682,2408,3,4,3,2.0,"Sector 85 Gurgaon, Gurgaon, Haryana",2.0,1 to 5 Year Old,"['Sapphire 83 Mall', 'Dwarka Expressway', 'Central Peripheral Road', 'NH 08', 'Pataudi Road', 'Delhi Public School Sector 84', 'DPG Institute of Technology', 'Genesis Hospital Sector 84', 'Indira Gandhi International Airport', 'Imt Manesar', 'Holiday Inn Hotel Sector 90', 'SkyJumper Trampoline Park', 'Nakhrola Stadium Sector 81A']","['1 Exhaust Fan', '3 Geyser', '1 Stove', '5 AC', '1 Chimney', '4 Curtains', '1 Modular Kitchen', '3 Wardrobe', 'No Bed', 'No Dining Table', 'No Fan', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']"
2962,0,51,,2.25,25000,900,6,3,3,0,"Sector 51 Gurgaon, Gurgaon, Haryana",3.0,1 to 5 Year Old,"['Radhakrishna Shani Mandir', 'Standard chartered ATM', 'Axis bank ATM', 'State bank of india ATM', 'Meher Clinic', 'Vatsalya Clinic', 'Bones Clinic - Orthopaedics', 'Sukhmani Hospital Pvt. Ltd', 'Park Hospital Gurgaon', 'Vishesh Dental', 'Neelkanth Health Care', 'Dr. Naresh Pandita', 'Dr. Anuj Sharma', 'Dispencery', 'Dr. Aruna Kalra', 'Wellness Eye Centre', 'Best Urologist Atcomplete Family Clinic', ""DR AKRAM JAWED'S THE UPPER LIMB CLINIC"", 'Skin Clinic', 'Divine Look Clinic Centre', 'Anand Hospital Gurgaon', 'Wembley estate club', 'Pernod Ricard Charitable Dispensary', 'Apollo Pharmacy', 'Gardian Pharmacy', 'Genius', 'SPAZE BUSINESS PARK', 'Unitech', 'Hdfc bank', 'Hdfc bank', 'Hdfc bank', 'Hdfc bank and atm', '222', 'Madison and Pike', 'Haldiram', 'Raj Restaurant', 'India', 'Gurugram University', 'Amity Global School', 'Kamla International', 'Delhi Public School Primary Section', 'Manav Rachna School', 'St. Angels Sr', 'St. Angels Jr', 'School of Inspired Leadership SOIL', 'Manav Rachna Swimming Pool']","['2 Wardrobe', '7 Fan', '1 Exhaust Fan', '7 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['High Ceiling Height', 'False Ceiling Lighting', 'No open drainage around', 'Park', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society']"
2963,1,1A,dlf express greens,1.5,6358,2359,4,5,3,1.0,"Sector M1, Tower B, 10th Floor, Sector 1A IMT Manesar, Gurgaon, Haryana",10.0,0 to 1 Year Old,"['Pooja Clinic', 'Dr. Sahil Clinic', 'Prakash Hospital', 'Shri Rade Clinic', 'Yadav Dental & Eye Care', 'Dental Hospital', 'Petrol pump Maitri motors', 'Petrol Pump', ""McDonald's"", ""McDonald's"", 'Rao Dhaba']",,"['Swimming Pool', 'Security Personnel', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']"
2964,1,51,samaspurkunj,0.55,5238,1050,2,2,0,0.0,"503, 5th Floor, Samaspur, Gurgaon, Haryana",5.0,1 to 5 Year Old,"['Radhakrishna Shani Mandir', 'Standard chartered ATM', 'Axis bank ATM', 'Vatsalya Clinic', 'Meher Clinic', 'Bones Clinic - Orthopaedics', 'Park Hospital Gurgaon', 'Vishesh Dental', 'Neelkanth Health Care', 'Sukhmani Hospital Pvt. Ltd', 'Dr. Naresh Pandita', 'Dr. Anuj Sharma', 'Dr. Aruna Kalra', 'Wellness Eye Centre', 'Best Urologist Atcomplete Family Clinic', 'Skin Clinic', 'Divine Look Clinic Centre', 'Dispencery', ""DR AKRAM JAWED'S THE UPPER LIMB CLINIC"", 'Anand Hospital Gurgaon', 'Kriti Hospital', 'Wembley estate club', 'Pernod Ricard Charitable Dispensary', 'Apollo Pharmacy', 'Gardian Pharmacy', 'Genius', 'SPAZE BUSINESS PARK', 'Unitech', 'Hdfc bank', 'Hdfc bank', 'Hdfc bank and atm', 'Icici bank', 'Hdfc bank', '222', 'Madison and Pike', 'Haldiram', 'India', 'Raj Restaurant', 'Pizza Hut', 'Gurugram University', 'Amity Global School', 'Kamla International', 'Delhi Public School Primary Section', 'Manav Rachna School', 'St. Angels Sr', 'St. Angels Jr', 'Manav Rachna Swimming Pool']","['2 Bed', '3 Wardrobe', '3 Fan', '1 Sofa', '2 Geyser', '5 Light', '2 AC', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Internet/wi-fi connectivity']"
2965,1,70,shree vardhman victoria,1.64,8410,1950,3,5,3,1.0,"803, Sector 70 Gurgaon, Gurgaon, Haryana",8.0,1 to 5 Year Old,"['Airia Mall', 'Golf Course Extn Road', 'Sohna Road', 'Southern Peripheral Rd, Gurugram', 'Kunskapsskolan International', 'Ektaa Hospitals  Main Sohna Rd', 'Sanjeevani Hospital - Child Specialist', 'Federal Bank Sector 71', 'Central Bank Of India Sohna Rd', 'Axis Bank, Sohna Rd', 'Spaze Palazo, Golf Course Ext Rd', 'VATIKA BUSINESS PARK Sohna Rd', 'The Medicity, Spaze iTech Park', 'Tulip Violet Society, Sector 69', 'IndianOil, Hasanpur']","['4 Fan', '5 Light', '4 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']"
2966,1,37D,ramprastha primera,1.08,6000,1800,3,3,3,0.0,"901, Sector 37D Gurgaon, Gurgaon, Haryana",9.0,1 to 5 Year Old,"['JMS Marine Square Mall', 'HUDA Market', 'Dwarka Expressway', 'Delhi Jaipur Expressway', 'Blue Bells Public School', 'SGT University', 'Medanta The Medicity', 'Indira Gandhi International Airport', 'infinity Business Park', 'Holiday Inn Gurugram Sector 90']",,"['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
