,Unnamed: 0,F/H,sector,society,price,price_per_sqft,total_area(sqft),bedRoom,bathroom,balcony,additionalRoom,address,floorNum,agePossession,furnishing_type,additional_room_count,luxury_score
2980,2980,1,3,apna enclave,0.55,5789,950,2,2,2,0.0,"Near Railway Station, Sector 3 Gurgaon, Gurgaon, Haryana",2.0,Old,0,0.0,66
2981,2981,1,79,godrej aria,1.7,7426,2289,3,4,3,1.0,"Sector 79 Gurgaon, Gurgaon, Haryana",6.0,Relatively New,0,1.0,81
2982,2982,0,14,sector 14 rwa,6.5,20635,3150,4,4,3,0,"Sector 14 Gurgaon, Gurgaon, Haryana",3.0,Relatively Old,0,0.0,0
2983,2983,1,22,ambience creacions,3.99,12912,3090,3,5,3,1.0,"Jwala Mill Road, Sector 22 Gurgaon, Gurgaon, Haryana",3.0,Relatively New,1,1.0,102
2984,2984,1,79,supertech araville,0.95,6209,1530,2,2,3,1.0,"Sector 79 Gurgaon, Gurgaon, Haryana",7.0,Relatively New,0,1.0,49
2985,2985,1,84,antriksh heights,0.92,5041,1825,3,3,3,2.0,"Antriksh Heights, Sector 84 Gurgaon, Gurgaon, Haryana",2.0,New,0,2.0,67
2986,2986,0,3A,naman residency,0.5,11111,450,2,2,2,"pooja room,study room,servant room,others","A 25, Laxman Vihar, Gurgaon, Haryana",3.0,Relatively New,0,4.0,14
2987,2987,1,61,smart world orchard,1.9,22700,837,3,3,3,0.0,"Sector 61 Gurgaon, Gurgaon, Haryana",1.0,Relatively New,0,0.0,30
2988,2988,0,63A,birla navya,3.85,15437,2494,3,3,3,servant room,"Sector 63A Gurgaon, Gurgaon, Haryana",3.0,Relatively New,2,1.0,160
2989,2989,1,63A,birla navya,3.3,15348,2150,3,3,3,1.0,"H-42, 4th Floor, Amoda, Sector 63A Gurgaon, Gurgaon, Haryana",4.0,Under Construction,0,1.0,52
2990,2990,1,65,m3m golfestate,5.4,18126,2979,3,4,3,2.0,"Sector 65 Gurgaon, Gurgaon, Haryana",19.0,Relatively Old,2,2.0,174
2991,2991,1,92,signature global city 92,0.99,6622,1495,3,2,3,1.0,"Sector 92 Gurgaon, Gurgaon, Haryana",1.0,Relatively New,0,1.0,37
2992,2992,0,3A,indepedent,0.5,10482,477,5,3,0,0,"Laxman Vihar, Sector 3a, Laxman Vihar, Gurgaon, Haryana",3.0,Relatively Old,0,0.0,0
2994,2994,0,7,rattan garden,0.83,17584,472,5,3,2,0,"394/1/11, Rattan Garden, New Colony, New Colony, Gurgaon, Haryana",3.0,Old,0,0.0,0
2995,2995,1,86,dlf new town heights ,1.55,6578,2356,4,4,3,2.0,"Sector 86 Gurgaon, Gurgaon, Haryana",12.0,Relatively Old,2,2.0,120
2996,2996,1,89,tulip petals,1.55,10000,1550,3,2,3,1.0,"Sector 89 Gurgaon, Gurgaon, Haryana",6.0,Relatively Old,2,1.0,111
2997,2997,1,48,central park resort belgravia residences,6.25,24300,2572,3,5,3,1.0,"Sector 48 Gurgaon, Gurgaon, Haryana",5.0,Relatively Old,2,1.0,49
2998,2998,1,78,umang monsoon breeze,1.2,6493,1848,3,3,2,1.0,"Sector 78 Gurgaon, Gurgaon, Haryana",8.0,Relatively Old,1,1.0,8
2999,2999,1,107,signature global solera 2,0.5,8928,560,2,2,2,0.0,"Sector 107 Gurgaon, Gurgaon, Haryana",13.0,Relatively New,0,0.0,8
3000,3000,1,35,hcbs sports ville,0.27,3600,750,2,2,2,0.0,"Sector-35 Sohna, Gurgaon, Haryana",2.0,Relatively New,0,0.0,68
3001,3001,1,35,gls arawali homes,0.28,4307,650,2,2,2,0.0,"Sohna, Gurgaon, Haryana",12.0,Relatively New,0,0.0,0
3002,3002,1,82,vatika india next,0.8,6426,1245,2,2,3,0.0,"Sector 82, Sector 82 Gurgaon, Gurgaon, Haryana",9.0,New,0,0.0,0
3003,3003,1,104,smart world one,1.65,5933,2781,3,4,3,0.0,"Dwarka Expressway Gurgaon, Gurgaon, Haryana",6.0,Under Construction,0,0.0,0
3004,3004,1,108,raheja vedaanta,1.25,5681,2200,3,2,0,0.0,"Sector 108 Gurgaon, Gurgaon, Haryana",7.0,New,2,0.0,65
3005,3005,1,56,kiran residency,1.55,7750,2000,3,3,3,1.0,"Middle Floor, Sector 56 Gurgaon, Gurgaon, Haryana",5.0,Old,2,1.0,52
3006,3006,1,113,la vida by tata housing,2.4,10825,2217,3,4,3,1.0,"Sector 113 Gurgaon , Gurgaon, Haryana",5.0,New,0,1.0,49
3007,3007,1,67,ireo victory valley,3.15,12846,2452,3,4,3,2.0,"Higher Floor, Sector 67 Gurgaon, Gurgaon, Haryana",15.0,New,2,2.0,149
3008,3008,1,56,kiran residency,1.55,7750,2000,3,3,3,3.0,"Sector 56, Sector 56 Gurgaon, Gurgaon, Haryana",5.0,Old,0,3.0,166
3009,3009,1,70A,aipl zen residences,1.75,10257,1706,3,4,3,1.0,"2003, Sector 70A Gurgaon, Gurgaon, Haryana",20.0,New,1,1.0,49
3010,3010,1,3A,shri ram apartments,0.32,3368,950,2,2,1,0.0,"Laxman Vihar, Gurgaon, Haryana",4.0,New,2,0.0,7
3011,3011,1,35,signature global park,0.54,7200,750,2,2,2,0.0,"Sohna, Gurgaon, Haryana",4.0,Under Construction,0,0.0,111
3012,3012,1,67,m3m merlin,2.9,14167,2047,3,3,3,1.0,"Sector 67 Gurgaon, Gurgaon, Haryana",7.0,New,2,1.0,49
3013,3013,1,90,green court,0.4,6389,626,2,2,1,0.0,"L-808, Sector 90 Gurgaon, Gurgaon, Haryana",8.0,Relatively New,0,0.0,20
3014,3014,0,103,indepedent,2.25,6367,3534,3,5,3,0,"Sector 103, Sector 103 Gurgaon, Gurgaon, Haryana",3.0,New,0,0.0,0
3015,3015,0,8,indepedent,0.32,7111,450,2,3,1,0,"Arjun Nagar, Sector 8, Arjun Nagar, Gurgaon, Haryana",3.0,New,0,0.0,0
3016,3016,0,25,indepedent,8.0,8000,10000,3,9,2,0,"DLF Phase 2, Gurgaon, Haryana",3.0,Relatively New,0,0.0,0
3017,3017,1,84,alpha corp gurgaonone ,2.28,8769,2600,4,4,3,1.0,"Sector 84 Gurgaon, Gurgaon, Haryana",8.0,New,0,1.0,61
3018,3018,0,35,sneh vihar,1.35,10000,1350,5,5,3,0,"Sohna Road, Gurgaon, Haryana",3.0,New,0,0.0,0
3019,3019,1,112,experion windchants,3.4,12134,2802,3,3,2,0.0,"Sector 112 Gurgaon, Gurgaon, Haryana",14.0,New,2,0.0,159
3020,3020,1,69,tulip white,0.91,6862,1326,3,2,2,0.0,"Sector 69 Gurgaon, Gurgaon, Haryana",12.0,Relatively Old,0,0.0,43
3021,3021,1,71,signature andour heights,0.37,7400,500,1,1,2,0.0,"006, Sector 71 Gurgaon, Gurgaon, Haryana",2.0,New,2,0.0,37
3022,3022,1,70A,aipl the peaceful homes,2.52,10723,2350,3,4,3,1.0,"Best Deal, Sector 70A Gurgaon, Gurgaon, Haryana",8.0,New,0,1.0,174
3024,3024,1,102,adani m2k oyster grande,1.8,9528,1889,3,4,3,1.0,"Sector 102 Gurgaon, Gurgaon, Haryana",17.0,New,0,1.0,49
3025,3025,1,69,tulip violet,1.4,8856,1581,3,3,2,1.0,"902, Sector 69 Gurgaon, Gurgaon, Haryana",9.0,New,0,1.0,120
3026,3026,0,11,indepedent,0.45,8007,562,3,2,1,0,"445/23, Hira Nagar, Gurgaon, Haryana",3.0,Old,0,0.0,15
3027,3027,1,108,sobha city,3.95,16858,2343,3,5,2,1.0,"114, Sector 108 Gurgaon, Gurgaon, Haryana",15.0,Relatively New,0,1.0,118
3028,3028,1,83,vatika lifestyle homes,1.3,4545,2860,3,3,1,0.0,"Vatika India Next, Sector 83, Gurugram, Haryana",6.0,New,0,0.0,79
3029,3029,1,85,ss the leaf,1.93,8075,2390,3,4,3,1.0,"000000, Sector 85 Gurgaon, Gurgaon, Haryana",7.0,New,0,1.0,174
3030,3030,0,105,"anot availabled garden, sector-105",1.1,6790,1620,5,3,1,"pooja room,study room","Anand Garden, Sector-105, Gurgaon, Haryana",3.0,Old,0,2.0,0
3031,3031,1,43,dlf carlton estate,2.0,14214,1407,3,3,2,0.0,"DLF Phase 5, Gurgaon, Haryana",5.0,Relatively Old,0,0.0,65
3032,3032,1,78,umang monsoon breeze,1.15,5284,2176,3,3,3,2.0,"Sector 78 Gurgaon, Gurgaon, Haryana",9.0,Relatively Old,0,2.0,22
3033,3033,1,106,paras dews,1.05,8536,1230,3,4,3,1.0,"Dwarka Expressway, Sector 106 Gurgaon, Gurgaon, Haryana",10.0,New,0,1.0,174
3034,3034,0,33,unitech uniworld resorts,9.5,19333,4914,6,6,3,0,"36b B1 Spaze I Tech Park Shona Road, Sector 33 Gurgaon, Gurgaon, Haryana",3.0,Relatively Old,2,0.0,40
3035,3035,1,103,on request,1.69,9146,1848,3,3,3,0.0,"Oxirich Chintamanis, Sector 103 Gurgaon, Gurgaon, Haryana",8.0,New,0,0.0,49
3036,3036,1,109,ats kocoon,1.75,10028,1745,3,3,3,1.0,"Middle, Sector 109 Gurgaon, Gurgaon, Haryana",10.0,New,2,1.0,49
3037,3037,0,46,indepedent,2.25,24510,918,4,3,3,study room,"204, Sector 46 Gurgaon, Gurgaon, Haryana",3.0,New,2,1.0,35
3038,3038,0,50,ss hibiscus,12.25,20940,5850,5,7,3,"pooja room,study room,servant room,others","A-23, Sector 50 Gurgaon, Gurgaon, Haryana",3.0,New,2,4.0,160
3039,3039,1,110,indiabulls enigma,3.7,10882,3400,4,5,3,1.0,"Sector 110 Gurgaon, Gurgaon, Haryana",7.0,New,0,1.0,156
3040,3040,0,3,indepedent,0.85,8947,950,6,6,2,"pooja room,study room,servant room,others","41 Ashok Vihar Phase 3 Ext H Block, Block H Ashok Vihar Phase III Extension, Gurgaon, Haryana",3.0,New,0,4.0,43
3041,3041,1,3,bestech park view residency,0.95,6713,1415,2,2,3,0.0,"Palam Vihar, Gurgaon, Haryana",1.0,Relatively Old,2,0.0,82
3042,3042,0,50,unitech espace,7.5,34722,2160,3,3,2,servant room,"240 Yards Espace Nirvana Country Villa, Nirvana Country, Gurgaon, Haryana",3.0,Relatively Old,2,1.0,66
3043,3043,1,90,dlf regal gardens,1.19,5505,2162,3,3,2,1.0,"Middle Floor Tower B, Sector 90 Gurgaon, Gurgaon, Haryana",11.0,New,0,1.0,88
3044,3044,1,86,dlf new town heights ,1.54,5786,2662,4,4,3,3.0,"Sector 86 Gurgaon, Gurgaon, Haryana",21.0,Relatively Old,0,3.0,80
3045,3045,0,7,indepedent,2.0,11111,1800,2,2,1,0,"Gurgaon Sector -7, Shivpuri, Gurgaon, Haryana",3.0,New,0,0.0,0
3046,3046,0,3,indepedent,6.0,20000,3000,4,4,1,0,"Palam Vihar, Palam Vihar, Gurgaon, Haryana",3.0,New,0,0.0,0
3047,3047,1,102,emaar gurgaon greens,1.4,8484,1650,3,3,3,1.0,"N/a, Sector 102 Gurgaon, Gurgaon, Haryana",4.0,New,2,1.0,83
3048,3048,1,102,rof aalayas,0.45,6000,750,1,1,2,0.0,"Sector 102, Sector 102 Gurgaon, Gurgaon, Haryana",6.0,New,0,0.0,0
3050,3050,1,102,shapoorji pallonji joyville gurugram,1.76,10224,1721,3,3,3,0.0,"N/a, Sector 102 Gurgaon, Gurgaon, Haryana",1.0,New,0,0.0,100
3051,3051,1,35,signature global park,0.87,7190,1210,3,2,3,0.0,"Sohna Sector 36, Sohna, Gurgaon, Haryana",4.0,New,0,0.0,58
3052,3052,1,85,godrej air,1.3,14541,894,2,2,3,0.0,"Sector 85 Gurgaon, Gurgaon, Haryana",30.0,Under Construction,0,0.0,111
3053,3053,1,14,essel towers,2.75,12500,2200,4,5,3,2.0,"Mehrauli Gurgaon Road, Mehrauli Gurgaon Road, Gurgaon, Haryana",8.0,Old,1,2.0,128
3054,3054,1,86,microtek greenburg,1.23,8310,1480,2,2,3,1.0,"002, Sector 86 Gurgaon, Gurgaon, Haryana",13.0,New,0,1.0,6
3055,3055,1,106,godrej meridien,3.2,16000,2000,3,3,3,1.0,"609, Sector 106 Gurgaon, Gurgaon, Haryana",6.0,Under Construction,0,1.0,49
3056,3056,1,35,breez global hill view,0.3,5403,555,2,2,2,0.0,"T 3, Sohna, Gurgaon, Haryana",6.0,Relatively New,0,0.0,109
3057,3057,0,3,indepedent,3.5,9210,3800,1,1,0,0,"Gold Golf Links, Sector 3, Sohna, Gurgaon, Sector 3 Gurgaon, Gurgaon, Haryana",3.0,Relatively Old,0,0.0,0
3058,3058,1,37C,corona optus,1.27,7231,1756,3,3,3,1.0,"Sector 37C Gurgaon, Gurgaon, Haryana",2.0,New,0,1.0,49
3059,3059,1,37D,signature global the millennia,0.55,9166,600,2,2,3,0.0,"Sector 37D Gurgaon, Gurgaon, Haryana",3.0,Relatively New,0,0.0,71
3060,3060,0,33,unitech uniworld resorts,11.5,24573,4680,5,6,3,servant room,"Sector 33 Gurgaon, Gurgaon, Haryana",3.0,New,0,1.0,84
3061,3061,1,104,ats triumph,2.55,13076,1950,4,4,3,1.0,"21st, Sector 104 Gurgaon, Gurgaon, Haryana",21.0,New,0,1.0,150
3062,3062,1,113,m3m capital,2.51,14800,1696,3,3,3,1.0,"4a-203, Sector 113 Gurgaon , Gurgaon, Haryana",2.0,Under Construction,0,1.0,49
3063,3063,1,59,conscient elevate,4.02,17500,2297,3,3,1,0.0,"Sector 59 Gurgaon, Gurgaon, Haryana",3.0,Under Construction,0,0.0,31
3064,3064,1,90,shree vardhman flora,0.65,4814,1350,2,2,3,1.0,"202, Sector 90 Gurgaon, Gurgaon, Haryana",6.0,New,0,1.0,165
3065,3065,0,12,indepedent,1.7,8000,2125,5,5,3,"pooja room,others","Jacobpura, Gurgaon, Haryana",3.0,Relatively Old,0,2.0,9
3066,3066,0,5,indepedent,3.12,18889,1652,4,2,1,0,"Part 3 Sector 5 Gurgaon, Gurgaon, Haryana",3.0,Old,0,0.0,0
3067,3067,1,107,signature global solera,0.35,6489,539,2,2,2,0.0,"Sector 107 Gurgaon, Gurgaon, Haryana",8.0,New,0,0.0,45
3068,3068,0,38,indepedent,3.5,20323,1722,3,2,2,0,"Sector 38 Gurgaon, Gurgaon, Haryana",3.0,Relatively Old,0,0.0,0
3069,3069,0,109,international city by sobha phase 1,5.75,16428,3500,4,4,2,servant room,"Sector 109 Gurgaon, Gurgaon, Haryana",3.0,New,0,1.0,146
3070,3070,0,7,indepedent,3.0,11494,2610,7,7,0,0,"Sector 7 Ext, Sector 7 Gurgaon, Gurgaon, Haryana",3.0,Old,0,0.0,0
3071,3071,0,48,eldeco mansionz,4.75,20299,2340,7,7,3,study room,"36b Spaze I Tech Park Shona Road, Sector 48 Gurgaon, Gurgaon, Haryana",3.0,Relatively Old,2,1.0,33
3072,3072,1,12,eden landmark,0.5,3847,1300,2,2,0,0.0,"Eden Landmark, Manesar, Gurgaon, Haryana",7.0,Under Construction,0,0.0,0
3073,3073,1,69,tulip violet,3.05,9664,3156,4,5,3,2.0,"Sector 69 Gurgaon, Gurgaon, Haryana",14.0,New,0,2.0,49
3074,3074,1,102,conscient heritage max,2.65,10375,2554,4,5,3,1.0,"N/a, Sector 102 Gurgaon, Gurgaon, Haryana",17.0,Relatively Old,0,1.0,125
3075,3075,1,102,conscient heritage max,2.2,10237,2149,3,4,3,2.0,"Sector 102 Gurgaon, Gurgaon, Haryana",20.0,New,2,2.0,45
3076,3076,1,24,ambience lagoon,5.8,12500,4640,3,4,3,4.0,"Gurgaon, DLF Phase 3, Gurgaon, Haryana",9.0,Old,1,4.0,68
3077,3077,1,92,bestech park view sanskruti,1.55,7769,1995,3,4,3,1.0,"H-03, Sector 92 Gurgaon, Gurgaon, Haryana",8.0,New,0,1.0,49
3078,3078,1,112,experion windchants,5.6,11551,4848,4,6,3,1.0,"Sector 112 Gurgaon, Gurgaon, Haryana",8.0,New,2,1.0,168
3079,3079,1,89,smart world gems,0.85,7706,1103,2,2,2,1.0,"Uppal Block, Sector 89 Gurgaon, Gurgaon, Haryana",2.0,Under Construction,0,1.0,45
3080,3080,1,79,bestech altura,1.72,8400,2048,3,4,3,0.0,"Sector 79 Gurgaon, Gurgaon, Haryana",9.0,Relatively New,0,0.0,49
3081,3081,0,66,emaar mgf marbella,9.0,21251,4235,4,4,3,"pooja room,servant room,store room","Sector 66 Gurgaon, Gurgaon, Haryana",3.0,New,2,3.0,114
3084,3084,1,85,ss,1.18,7170,1646,2,2,3,0.0,"Sector 85 Gurgaon, Gurgaon, Haryana",4.0,New,0,0.0,49
3085,3085,1,70A,bptp astaire gardens,1.2,7058,1700,3,3,3,0.0,"Sector 70A Gurgaon, Gurgaon, Haryana",2.0,New,1,0.0,38
3086,3086,0,67,indepedent,0.7,4117,1700,4,4,1,0,"Maruti Kunj, Gurgaon, Haryana",3.0,Relatively Old,0,0.0,0
3087,3087,1,69,tulip lemon,0.6,10000,600,2,1,1,0.0,"Sector 69 Gurgaon, Gurgaon, Haryana",12.0,New,0,0.0,23
3088,3088,1,108,raheja the vedaanta floors,0.7,4521,1548,2,2,3,0.0,"Sector 108 Gurgaon, Gurgaon, Haryana",1.0,Relatively Old,2,0.0,0
3089,3089,1,47,unitech uniworld gardens ,1.05,10531,997,2,2,2,0.0,"B3-304, Sector 47 Gurgaon, Gurgaon, Haryana",3.0,New,2,0.0,34
3090,3090,1,79,godrej aria,1.95,8519,2289,3,4,3,1.0,"C-1004, Sector 79 Gurgaon, Gurgaon, Haryana",10.0,Relatively New,0,1.0,32
3091,3091,0,3,palam vihar extension west zone rwa,0.35,6481,540,2,2,0,0,"Palam Vihar Extension, Gurgaon, Haryana",3.0,Relatively New,0,0.0,0
3092,3092,1,1,hsiidc sidco aravali,0.86,3323,2588,3,3,3,1.0,"Sector 1 Imt Manesar, Gurgaon, Haryana",3.0,Relatively Old,0,1.0,81
3093,3093,1,69,tulip violet,1.32,8411,1569,3,3,1,1.0,"12th Floor, Sector 69 Gurgaon, Gurgaon, Haryana",12.0,New,0,1.0,86
3094,3094,1,70,unitech vistas,0.99,6325,1565,3,4,2,0.0,"Sector 70 Gurgaon, Gurgaon, Haryana",11.0,Under Construction,0,0.0,0
3095,3095,1,111,puri diplomatic greens,3.7,12542,2950,4,5,3,1.0,"Puri Diplomatic Greens, Sector 111 Gurgaon, Gurgaon, Haryana",12.0,New,2,1.0,158
3096,3096,1,91,tarc maceo,0.96,5413,1774,2,2,3,0.0,"Sector 91 Gurgaon, Gurgaon, Haryana",8.0,Relatively Old,0,0.0,85
3097,3097,1,106,paras dews,0.92,6642,1385,2,2,3,0.0,"Sector 106 Gurgaon, Gurgaon, Haryana",2.0,New,0,0.0,174
3098,3098,0,3A,indepedent,0.55,6707,820,2,2,1,0,"366a, Street No 3, Phase 2, Sector 3A Gurgaon, Gurgaon, Haryana",3.0,Relatively Old,0,0.0,0
3099,3099,0,26,dlf city plots,13.5,29880,4518,5,5,3,"pooja room,study room,servant room,store room","Park Facing East Facing..., DLF Phase 1, Gurgaon, Haryana",3.0,Old,2,4.0,110
3100,3100,1,63,dlf the arbour,7.9,20000,3950,4,4,3,0.0,"A341, Sector 63 Gurgaon, Gurgaon, Haryana",34.0,Under Construction,0,0.0,61
3101,3101,1,85,ss the leaf,1.14,6433,1772,2,2,3,0.0,"Sector 85 Gurgaon, Gurgaon, Haryana",16.0,New,0,0.0,44
3102,3102,0,66,emaar mgf marbella,12.0,38095,3150,5,6,3,"servant room,pooja room","Sector 66 Gurgaon, Gurgaon, Haryana",3.0,Relatively New,0,2.0,38
3103,3103,1,95,sidhartha ncr greens,0.6,5576,1076,2,2,2,1.0,"Sector 95 Gurgaon, Gurgaon, Haryana",14.0,New,0,1.0,31
3104,3104,1,22,ambience creacions,1.75,12700,1378,2,2,2,0.0,"Tower C, Sector 22 Gurgaon, Gurgaon, Haryana",11.0,Under Construction,0,0.0,57
3105,3105,1,83,emaar palm gardens,1.75,9210,1900,3,3,3,1.0,"605, Sector 83 Gurgaon, Gurgaon, Haryana",6.0,New,2,1.0,105
3106,3106,0,43,indepedent,2.5,2885,8667,7,7,3,others,"Sushant Lok Phase 1, Gurgaon, Haryana",3.0,New,2,1.0,20
3107,3107,1,37D,signature global the millennia,0.55,9166,600,2,2,3,0.0,"Sector 37D Gurgaon, Gurgaon, Haryana",3.0,Relatively New,0,0.0,53
3108,3108,1,93,signature global orchard avenue,0.85,14237,597,2,2,0,0.0,"Sector 93, Sector 93 Gurgaon, Gurgaon, Haryana",10.0,New,0,0.0,0
3109,3109,0,104,indepedent,0.71,10142,700,4,2,1,0,"Surat Nagar, Gurgaon, Haryana",3.0,Relatively New,0,0.0,0
3110,3110,0,89,greenopolis,0.7,5397,1297,2,2,2,0,"Sector 89,gurgaon, Sector 89 Gurgaon, Gurgaon, Haryana",3.0,Old,0,0.0,0
3111,3111,0,9,indepedent,0.35,3500,1000,1,4,1,0,"Gurgaon Faridabad Road, Gurgaon, Haryana",3.0,Relatively Old,0,0.0,0
3112,3112,0,92,signature global city 92,0.75,7820,959,2,2,3,0,"Signature Global City 92, Sector 92, Gurgaon, Sector 92 Gurgaon, Gurgaon, Haryana",3.0,New,0,0.0,46
3113,3113,1,72,tata primanti,3.21,16050,2000,3,4,3,1.0,"1502, Sector 72 Gurgaon, Gurgaon, Haryana",15.0,New,2,1.0,174
3114,3114,0,50,indepedent,11.58,35741,3240,5,5,3,servant room,"Nirvana Country, Gurgaon, Haryana",3.0,Relatively Old,0,1.0,20
3115,3115,1,78,umang monsoon breeze,0.8,4836,1654,3,2,2,1.0,"765, Sector 78 Gurgaon, Gurgaon, Haryana",7.0,Relatively Old,0,1.0,102
3116,3116,0,33,unitech uniworld resorts,8.0,11428,7000,4,4,3,"pooja room,servant room,study room,store room","Sector 33 Gurgaon, Gurgaon, Haryana",3.0,Old,0,4.0,77
3117,3117,0,67,indepedent,0.65,6500,1000,6,2,3,0,"Maruti Kunj, Maruti Kunj, Gurgaon, Haryana",3.0,Relatively Old,0,0.0,0
3118,3118,0,3A,indepedent,0.67,8557,783,3,2,1,"pooja room,others","Laxman Vihar Phase 2, Gurgaon, Haryana",3.0,Relatively Old,0,2.0,19
3119,3119,1,83,mapsko paradise,0.95,6300,1508,3,3,3,0.0,"Sector 83 Gurgaon, Gurgaon, Haryana",1.0,Relatively Old,0,0.0,0
3120,3120,1,28,dlf regency park ,2.35,13224,1777,3,3,2,1.0,"DLF Phase 4, Gurgaon, Haryana",18.0,Old,0,1.0,120
3121,3121,1,82A,dlf the primus,1.85,10176,1818,3,3,3,1.0,"555, Sector 82A Gurgaon, Gurgaon, Haryana",15.0,Relatively Old,0,1.0,38
3122,3122,1,35,breez global heights,0.46,4842,950,2,2,2,0.0,"Sohna, Gurgaon, Haryana",4.0,New,1,0.0,93
3123,3123,0,3A,not applicable,0.51,14167,360,4,4,3,0,"Laxman Vihar, Gurgaon, Haryana",3.0,Relatively New,0,0.0,0
3124,3124,1,67,m3m merlin,3.32,14079,2358,3,4,3,1.0,"Golf Course Extension Road, Sector 67 Gurgaon, Gurgaon, Haryana",8.0,Relatively New,2,1.0,174
3125,3125,1,65,emaar mgf emerald floors premier,2.8,16969,1650,3,3,3,2.0,"Tower 5, Sector 65 Gurgaon, Gurgaon, Haryana",3.0,New,2,2.0,38
3126,3126,1,70,shree vardhman victoria,1.15,8518,1350,2,2,2,1.0,"202, Sector 70 Gurgaon, Gurgaon, Haryana",6.0,New,0,1.0,85
3127,3127,1,102,shapoorji pallonji joyville gurugram,1.35,9933,1359,2,2,2,0.0,"N/a, Sector 102 Gurgaon, Gurgaon, Haryana",9.0,New,0,0.0,100
3128,3128,0,46,indepedent,4.35,23693,1836,8,8,2,"study room,pooja room","Sector 46 Gurgaon, Gurgaon, Haryana",3.0,New,2,2.0,19
3129,3129,1,56,the lions cghs,2.05,9534,2150,4,4,3,2.0,"Sector 56 Gurgaon, Gurgaon, Haryana",7.0,New,2,2.0,49
3130,3130,1,66,emaar mgf the palm drive,3.0,14285,2100,4,5,3,1.0,"Sector 66 Gurgaon, Gurgaon, Haryana",10.0,New,2,1.0,49
3131,3131,1,107,signature global solera,0.52,8062,645,3,2,2,1.0,"Sector 107 Gurgaon, Gurgaon, Haryana",5.0,New,0,1.0,15
3132,3132,0,56,indepedent,2.99,20635,1449,4,4,2,"pooja room,study room,servant room","242, Sector 56 Gurgaon, Gurgaon, Haryana",3.0,Relatively Old,2,3.0,49
3133,3133,1,85,ss the leaf,1.77,7350,2408,3,4,3,1.0,"A19, Sector 85 Gurgaon, Gurgaon, Haryana",6.0,Relatively Old,2,1.0,135
3134,3134,0,28,indepedent,8.4,34568,2430,4,4,3,"servant room,store room,pooja room","Dlf Phase 4, Gurugram, DLF Phase 4, Gurgaon, Haryana",3.0,New,2,3.0,139
3135,3135,1,62,emaar digihomes,2.45,16000,1531,2,2,2,1.0,"602, Sector 62 Gurgaon, Gurgaon, Haryana",7.0,Relatively New,1,1.0,174
3136,3136,1,37D,bptp terra,1.72,7850,2191,3,3,3,1.0,"9th Floor, Sector 37D Gurgaon, Gurgaon, Haryana",10.0,New,0,1.0,31
3137,3137,0,48,vipul tatvam villa,7.35,22812,3222,4,5,2,"servant room,store room,study room,pooja room","001, Sector 48 Gurgaon, Gurgaon, Haryana",3.0,Relatively Old,2,4.0,144
3138,3138,1,85,ss the leaf,2.15,8928,2408,3,5,3,0.0,"Sector 85 Gurgaon, Gurgaon, Haryana",2.0,Relatively New,0,0.0,53
3139,3139,1,70,shree vardhman victoria,1.78,9128,1950,3,3,3,2.0,"Tower B, Sector 70 Gurgaon, Gurgaon, Haryana",7.0,New,0,2.0,49
3140,3140,1,99,assotech blith,1.15,6593,1744,2,2,2,1.0,"Sector 99 Gurgaon, Gurgaon, Haryana",2.0,Relatively New,2,1.0,72
3141,3141,0,57,indepedent,1.35,2727,4950,5,3,2,0,"G1139, Block G Sector-57 Gurgaon, Gurgaon, Haryana",3.0,Old,0,0.0,21
3142,3142,1,37D,ramprastha the edge towers,0.8,8888,900,2,2,3,1.0,"Z905, Sector 37D Gurgaon, Gurgaon, Haryana",10.0,New,0,1.0,166
3143,3143,0,61,smart world orchard,2.01,13000,1546,3,3,3,0,"Sector 61 Gurgaon, Gurgaon, Haryana",3.0,Under Construction,0,0.0,145
3144,3144,1,85,orris aster court premier,1.45,6839,2120,3,4,2,1.0,"147, Sector 85 Gurgaon, Gurgaon, Haryana",3.0,Relatively New,0,1.0,16
3145,3145,1,53,vipul belmonte,6.0,24489,2450,3,4,3,2.0,"Sector 53 Gurgaon, Gurgaon, Haryana",6.0,Relatively Old,2,2.0,26
3146,3146,1,35,central park flower valley,1.65,17441,946,3,3,0,0.0,"Central Park Flower Valley, Sohna Road, Gurgaon, Sohna Road, Gurgaon, Haryana",1.0,New,0,0.0,66
3147,3147,1,91,tarc maceo,0.9,6870,1310,2,2,2,0.0,"Sector 91 Gurgaon, Gurgaon, Haryana",13.0,New,1,0.0,67
3148,3148,1,79,godrej ,1.93,8532,2262,3,4,3,1.0,"Aa2, Sector 79 Gurgaon, Gurgaon, Haryana",5.0,New,0,1.0,158
3150,3150,0,110,indepedent,0.95,10555,900,3,2,2,store room,"New Palam Vihar Phase 1, Gurgaon, Haryana",3.0,Old,0,1.0,16
3151,3151,1,65,m3m golfestate,5.5,16959,3243,3,4,3,1.0,"Sector 65 Gurgaon, Gurgaon, Haryana",3.0,New,0,1.0,49
3152,3152,0,7,indepedent,0.9,10000,900,6,4,3,"servant room,others","Madanpuri, Gurgaon, Haryana",3.0,Old,2,2.0,44
3153,3153,0,3A,indepedent,0.85,7522,1130,3,3,0,0,"Laxman Vihar Industrial Area, Sector 3a, Laxman Vihar, Gurgaon, Haryana",3.0,Relatively Old,0,0.0,0
